extracted_term,hpo_term,hpo_id,negated
nystagmoid eye movement,None detected,None,False
nystagmus,nystagmus,HP:0000639,False
obesity,obesity,HP:0001513,False
obstructive sleep apnea,obstructive sleep apnea,HP:0002870,False
occasionally difficulty with bladder emptying,None detected,None,False
ocular abnormalities,None detected,None,False
ocular apraxia,apraxia,HP:0002186,False
ocular dysmetria,dysmetria,HP:0001310,False
ocular elevation,None detected,None,False
ocular movement abnormalities,ocular movement abnormalities,HP:0000496,False
oculogyric crises,None detected,None,False
oculogyric spasms,None detected,None,False
oculomotor abnormalities,oculomotor abnormalities,HP:0000496,False
oculomotor apraxia,oculomotor apraxia,HP:0000657,False
oculomotor disturbance,None detected,None,False
open mouth,open mouth,HP:0000194,False
open mouth posture,open mouth,HP:0000194,False
ophthalmoplegia,ophthalmoplegia,HP:0000602,False
opisthotonic posturing,None detected,None,False
optic atrophy,optic atrophy,HP:0000648,False
optic disc pallor,optic disc pallor,HP:0000543,False
optic nerve atrophy,optic nerve atrophy,HP:0000648,False
optic nerve dysfunction,None detected,None,False
optical atrophy,None detected,None,False
orofacial dyskinesia,orofacial dyskinesia,HP:0002310,False
orofacial dystonia,None detected,None,False
oromandibular dysfunction,None detected,None,False
oromandibular dystonia,oromandibular dystonia,HP:0012048,False
oromotor dysfunction,None detected,None,False
oromotor hypotonia,hypotonia,HP:0001290,False
oropharyngeal dysmotility,None detected,None,False
orthostatic hypotension,orthostatic hypotension,HP:0001278,False
oscillopsia,None detected,None,False
overall decreased muscle bulk,None detected,None,False
pain,pain,HP:0012531,False
pain in the distal lower limbs,pain,HP:0012531,False
pain in the lower extremities,pain,HP:0012531,False
painful paresthesias,paresthesias,HP:0003401,False
palatal myoclonus,palatal myoclonus,HP:0010530,False
palatal tremor,tremor,HP:0001337,False
pale fundi,None detected,None,False
pale hair,None detected,None,False
pale optic disc,pale optic disc,HP:0000543,False
pale optic discs,pale optic discs,HP:0000543,False
paranoia,paranoia,HP:0011999,False
paresis,None detected,None,False
paresis of the hand muscles,None detected,None,False
paresthesias,paresthesias,HP:0003401,False
paresthesias in the legs,paresthesias,HP:0003401,False
paresthesias on the lower limbs,paresthesias,HP:0003401,False
paresthesias periorally,paresthesias,HP:0003401,False
parkinsonian features,None detected,None,False
parkinsonian symptoms,None detected,None,False
parkinsonism,parkinsonism,HP:0001300,False
paroxysmal jerking of the trunk,jerking,HP:0001336,False
partial complex seizures,seizures,HP:0001250,False
partial seizures,partial seizures,HP:0007359,False
partial vocal cord paresis,vocal cord paresis,HP:0001604,False
patchy pigmentation,None detected,None,False
patchy vitiligo like depigmentation,vitiligo,HP:0001045,False
pectus carinatum,pectus carinatum,HP:0000768,False
pectus excavatum,pectus excavatum,HP:0000767,False
pendular eye movements,None detected,None,False
pendular nystagmus,pendular nystagmus,HP:0012043,False
perceptive hearing loss,hearing loss,HP:0000365,False
periodic ataxia,ataxia,HP:0001251,False
periodic slight head tremor,head tremor,HP:0002346,False
periorbital twitching,twitching,HP:0010546,False
peripheral nerve involvement,None detected,None,False
peripheral neuropathy,peripheral neuropathy,HP:0009830,False
peripheral neuropathy affecting the lower limbs,peripheral neuropathy,HP:0009830,False
peripheral sensory neuropathy,peripheral sensory neuropathy,HP:0000763,False
periventricular leukomalacia,periventricular leukomalacia,HP:0006970,False
peroneal muscle wasting,muscle wasting,HP:0003202,False
peroneal muscular atrophy,muscular atrophy,HP:0003202,False
persistent nystagmus,nystagmus,HP:0000639,False
persistent smiling or laughing,None detected,None,False
pes cavus,pes cavus,HP:0001761,False
pes equinovarus,pes equinovarus,HP:0001762,False
pes planus,pes planus,HP:0001763,False
photosensitive seizures,seizures,HP:0001250,False
photosensitivity,photosensitivity,HP:0000992,False
pigmentary retinopathy,pigmentary retinopathy,HP:0000580,False
pinprick sensation loss,None detected,None,False
poor balance,None detected,None,False
poor circulation with lower limb edema,edema,HP:0000969,False
poor cognitive function,None detected,None,False
poor coordination,poor coordination,HP:0002370,False
poor exercise tolerance,poor exercise tolerance,HP:0003546,False
poor expressive language,None detected,None,False
poor eye contact,poor eye contact,HP:0000817,False
poor feeding,poor feeding,HP:0011968,False
poor fine motor skills,None detected,None,False
poor growth,poor growth,HP:0001510,False
poor head control,poor head control,HP:0002421,False
poor motor coordination,poor motor coordination,HP:0002275,False
poor motor patterning of the tongue,None detected,None,False
poor muscle bulk,None detected,None,False
poor or absent language,None detected,None,False
poor or absent smooth pursuit,absent smooth pursuit,HP:0007179,False
poor or absent speech,absent speech,HP:0001344,False
poor or absent visual contact,None detected,None,False
poor or no antigravity movements,None detected,None,False
poor overall balance,None detected,None,False
poor overall growth,None detected,None,False
poor speech or absence of speech,poor speech,HP:0002465,False
poor vestibuloocular reflex,None detected,None,False
poor vision,poor vision,HP:0000505,False
poor weight gain,poor weight gain,HP:0001508,False
position sense defects,None detected,None,False
positive Babinski sign,babinski sign,HP:0003487,False
positive Gowers sign,positive gowers sign,HP:0003391,False
positive palmomental reflex,palmomental reflex,HP:0030902,False
postural abnormalities,None detected,None,False
postural arm tremor,tremor,HP:0001337,False
postural hand tremor,hand tremor,HP:0002378,False
postural hypotension,postural hypotension,HP:0001278,False
postural instability,postural instability,HP:0002172,False
postural tremor,postural tremor,HP:0002174,False
postural tremor in the upper limbs,postural tremor,HP:0002174,False
postural tremor of the hands,postural tremor,HP:0002174,False
postural tremor of the head,postural tremor,HP:0002174,False
present reflexes at the knees and upper extremities,None detected,None,False
preserved or increased reflexes,increased reflexes,HP:0001347,False
primary progressive aphasia,aphasia,HP:0002381,False
problems with bladder control,None detected,None,False
problems with bowel control,None detected,None,False
profound axonal loss,axonal loss,HP:0003447,False
profound developmental delay,developmental delay,HP:0001263,False
profound psychomotor delays,None detected,None,False
profound psychomotor disability,None detected,None,False
prognathism,prognathism,HP:0000303,False
progressive and severe spasticity,spasticity,HP:0001257,False
progressive ataxia,progressive ataxia,HP:0002073,False
progressive cognitive decline,progressive cognitive decline,HP:0001268,False
progressive difficulty walking and running,difficulty walking,HP:0002355,False
progressive difficulty walking due to lower limb spasticity,difficulty walking,HP:0002355,False
progressive difficulty walking due to lower limb spasticity,lower limb spasticity,HP:0002061,False
progressive distal amyotrophy,distal amyotrophy,HP:0003693,False
progressive distal lower limb weakness,lower limb weakness,HP:0007340,False
progressive distal upper extremity weakness,None detected,None,False
progressive dysarthria,dysarthria,HP:0001260,False
progressive early onset dystonia,dystonia,HP:0001332,False
progressive gait abnormalities,gait abnormalities,HP:0001288,False
progressive loss of leg strength,None detected,None,False
progressive loss of vision,progressive loss of vision,HP:0000529,False
progressive lower extremity spasticity,spasticity,HP:0001257,False
progressive lower extremity weakness,lower extremity weakness,HP:0007340,False
progressive lower limb spasticity,lower limb spasticity,HP:0002061,False
progressive lower limb weakness,lower limb weakness,HP:0007340,False
progressive microcephaly,progressive microcephaly,HP:0000253,False
progressive motor predominant axonal peripheral neuropathy,axonal peripheral neuropathy,HP:0003477,False
progressive muscle atrophy,muscle atrophy,HP:0003202,False
progressive muscle weakness affecting upper and lower limbs,progressive muscle weakness,HP:0003323,False
progressive paraparesis,paraparesis,HP:0002385,False
progressive peripheral neuropathy,progressive peripheral neuropathy,HP:0007133,False
progressive postnatal microcephaly,postnatal microcephaly,HP:0005484,False
progressive proximal lower extremity weakness,lower extremity weakness,HP:0007340,False
progressive scoliosis,scoliosis,HP:0002650,False
progressive severe weakness,None detected,None,False
progressive spastic gait,spastic gait,HP:0002064,False
progressive spastic paraparesis,progressive spastic paraparesis,HP:0007199,False
progressive spastic paraplegia,progressive spastic paraplegia,HP:0007020,False
progressive spastic tetraplegia,spastic tetraplegia,HP:0002510,False
progressive spasticity affecting all 4 limbs,progressive spasticity,HP:0002191,False
progressive spasticity mainly affecting lower limbs,progressive spasticity,HP:0002191,False
progressive spasticity of the lower limbs,progressive spasticity,HP:0002191,False
progressive spasticity of the upper and lower limbs,progressive spasticity,HP:0002191,False
progressive stiffness of the lower limbs,None detected,None,False
progressive tightening of the lower extremities,None detected,None,False
progressive upper limb spasticity,upper limb spasticity,HP:0006986,False
progressive wasting of distal upper and lower extremity muscles,None detected,None,False
progressively decreasing head circumference percentile,None detected,None,False
projectile vomiting,projectile vomiting,HP:0002587,False
prolongation of blink reflexes,None detected,None,False
prolonged febrile seizures,febrile seizures,HP:0002373,False
prolonged periods of rigidity in neonates,rigidity,HP:0002063,False
prolonged staring spells,None detected,None,False
prominent distal sensory loss,distal sensory loss,HP:0002936,False
pronounced spasticity,spasticity,HP:0001257,False
protuberant abdomen,protuberant abdomen,HP:0001538,False
proximal and distal muscle weakness,distal muscle weakness,HP:0002460,False
proximal and distal weakness in the lower limbs,None detected,None,False
proximal limb muscle weakness,proximal limb muscle weakness,HP:0003701,False
proximal lower limb weakness,lower limb weakness,HP:0007340,False
proximal muscle involvement,None detected,None,False
proximal muscle weakness,proximal muscle weakness,HP:0003701,False
proximal muscle weakness of the lower and upper limbs,proximal muscle weakness,HP:0003701,False
proximal muscle weakness of the lower limbs,proximal muscle weakness,HP:0003701,False
proximal paresis of the legs,None detected,None,False
proximal upper limb weakness,limb weakness,HP:0003690,False
proximal weakness of the lower limbs,None detected,None,False
proximally weak lower extremities,None detected,None,False
pseudobulbar dysarthria,dysarthria,HP:0001260,False
pseudobulbar palsy,pseudobulbar palsy,HP:0007024,False
pseudobulbar signs,pseudobulbar signs,HP:0002200,False
pseudohypertrophy of the calves,pseudohypertrophy of the calves,HP:0003707,False
pseudopyramidal signs including exaggerated tendon reflexes and extensor plantar responses,extensor plantar responses,HP:0003487,False
psychomotor delay,psychomotor delay,HP:0001263,False
psychosis,psychosis,HP:0000709,False
ptosis,ptosis,HP:0000508,False
pupillary abnormalities,pupillary abnormalities,HP:0000615,False
quadriparesis,quadriparesis,HP:0002273,False
quadriplegia,quadriplegia,HP:0002445,False
quadriplegic,None detected,None,False
rapidly progressive asymmetric paralysis of the upper and lower limbs,paralysis,HP:0003470,False
raspy voice,None detected,None,False
rebound nystagmus,nystagmus,HP:0000639,False
recurrent and brief attacks of involuntary movement,None detected,None,False
recurrent complex partial seizures,complex partial seizures,HP:0002384,False
recurrent episodes of unilateral eyelid twitching,eyelid twitching,HP:0000643,False
reduced cervical motion,None detected,None,False
reduced distal sensation,None detected,None,False
reduced dopaminergic innervation,None detected,None,False
reduced hip flexion,None detected,None,False
reduced or absent blink reflexes,None detected,None,False
reduced or absent reflexes,None detected,None,False
reduced saccadic velocity,None detected,None,False
reduced sensation,None detected,None,False
reduced sensation in the lower limbs,None detected,None,False
"reduced sensation to pinprick, light touch, vibration, and joint position in legs and feet",None detected,None,False
reduced spontaneous movements,None detected,None,False
reduced superficial sensibility,None detected,None,False
reduced upgaze,None detected,None,False
reduced vertical upgaze,None detected,None,False
reduced vibration sense,None detected,None,False
reduced vision,None detected,None,False
reduced visual acuity,reduced visual acuity,HP:0007663,False
regression of skills,None detected,None,False
repetitive bilateral myoclonic jerks in the shoulders and arms,myoclonic jerks,HP:0001336,False
repetitive movements,repetitive movements,HP:0000733,False
respiratory muscle weakness,respiratory muscle weakness,HP:0002747,False
resting tremor,resting tremor,HP:0002322,False
restless legs,restless legs,HP:0012452,False
restricted ocular movements,None detected,None,False
retching,None detected,None,False
retinal pigment abnormalities,None detected,None,False
retinal vessel tortuosity,None detected,None,False
retrocollis,retrocollis,HP:0002544,False
retrognathia,retrognathia,HP:0000278,False
rigid spine,rigid spine,HP:0003306,False
rigidity,rigidity,HP:0002063,False
rolandic seizures,seizures,HP:0001250,False
Romberg sign,None detected,None,False
Romberg sign positive,None detected,None,False
rotary movements of the head and eyes,None detected,None,False
rotary nystagmus,rotary nystagmus,HP:0001583,False
rotatory end gaze nystagmus,nystagmus,HP:0000639,False
running difficulties,None detected,None,False
saccadic eye intrusions,None detected,None,False
saccadic eye movements,None detected,None,False
saccadic eye pursuit,None detected,None,False
saccadic ocular pursuit,None detected,None,False
saccadic pursuit,None detected,None,False
saccadic pursuits,None detected,None,False
scanning speech,scanning speech,HP:0002168,False
scapular winging,scapular winging,HP:0003691,False
scissor gait,scissor gait,HP:0012407,False
scissoring gait,None detected,None,False
scissoring walk,None detected,None,False
scissors gait,scissors gait,HP:0012407,False
scoliosis,scoliosis,HP:0002650,False
seizures,seizures,HP:0001250,False
sensorimotor axonopathy,None detected,None,False
sensorimotor polyneuropathy,None detected,None,False
sensorineural deafness,sensorineural deafness,HP:0000407,False
sensorineural hearing loss,sensorineural hearing loss,HP:0000407,False
sensory abnormalities,None detected,None,False
sensory ataxia,sensory ataxia,HP:0010871,False
sensory deficits in a symmetrical stocking glove pattern,None detected,None,False
sensory disturbance,None detected,None,False
sensory impairment,sensory impairment,HP:0003474,False
sensory loss,None detected,None,False
sensory loss affecting all modalities,None detected,None,False
severe amyotrophy,amyotrophy,HP:0003202,False
severe appendicular spasticity,spasticity,HP:0001257,False
severe ataxia of gait,ataxia of gait,HP:0002066,False
severe atrophy and decreased sensation in the arms and legs,None detected,None,False
severe cerebellar atrophy,cerebellar atrophy,HP:0001272,False
severe cognitive deficit,None detected,None,False
severe cognitive impairment,cognitive impairment,HP:0100543,False
severe developmental delay,developmental delay,HP:0001263,False
severe distal muscle atrophy,distal muscle atrophy,HP:0003693,False
severe distal weakness,None detected,None,False
severe dysarthria,dysarthria,HP:0001260,False
severe facial weakness,facial weakness,HP:0010628,False
severe failure to thrive,severe failure to thrive,HP:0001525,False
severe fetal akinesia,fetal akinesia,HP:0001989,False
severe foot deformity,foot deformity,HP:0001760,False
severe gait disturbance,gait disturbance,HP:0001288,False
severe hypotonia,hypotonia,HP:0001290,False
severe incapacitating spastic paraparesis,spastic paraparesis,HP:0002313,False
severe intellectual disability,intellectual disability,HP:0001249,False
severe intractable epilepsy,epilepsy,HP:0001250,False
severe kyphoscoliosis,kyphoscoliosis,HP:0002751,False
severe mental deterioration,mental deterioration,HP:0001268,False
severe mental retardation,severe mental retardation,HP:0010864,False
severe muscle wasting,muscle wasting,HP:0003202,False
severe neurologic impairment,None detected,None,False
severe spastic tetraparesis,spastic tetraparesis,HP:0001285,False
severe spasticity,spasticity,HP:0001257,False
severe spasticity of the legs,spasticity,HP:0001257,False
severe weakness,None detected,None,False
severe weakness of the lower extremities,None detected,None,False
severely delayed psychomotor development,delayed psychomotor development,HP:0001263,False
sexual dysfunction,None detected,None,False
short philtrum,short philtrum,HP:0000322,False
short stature,short stature,HP:0004322,False
shoulder girdle weakness,shoulder girdle weakness,HP:0003547,False
shoulder myoclonia,None detected,None,False
shuffling gait,shuffling gait,HP:0002362,False
significant hand involvement,None detected,None,False
significant sleep disturbances,sleep disturbances,HP:0002360,False
significant torticollis,torticollis,HP:0000473,False
significant visual loss,visual loss,HP:0000572,False
significantly delayed psychomotor development,delayed psychomotor development,HP:0001263,False
simple febrile seizures,simple febrile seizures,HP:0011171,False
skeletal abnormalities,skeletal abnormalities,HP:0000924,False
skeletal deformities,None detected,None,False
skeletal muscle atrophy,skeletal muscle atrophy,HP:0003202,False
skipping gait,None detected,None,False
sleep disturbances,sleep disturbances,HP:0002360,False
sleep paralysis,sleep paralysis,HP:0025233,False
slight ataxia,ataxia,HP:0001251,False
slight deafness,deafness,HP:0000365,False
slight difficulty with tandem gait,None detected,None,False
slight facial weakness,facial weakness,HP:0010628,False
slight movement of the left vocal cord,None detected,None,False
slight postural tremor,postural tremor,HP:0002174,False
slow movements,slow movements,HP:0002067,False
slow ocular saccades,None detected,None,False
slow or absent pupillary reactions,None detected,None,False
slow pupillary reflexes,None detected,None,False
slow pursuit,None detected,None,False
slow saccades,slow saccades,HP:0000514,False
slow smooth pursuit,None detected,None,False
slow spastic gait,spastic gait,HP:0002064,False
slow vertical saccades,None detected,None,False
slowed mental processes,None detected,None,False
slowed saccades,None detected,None,False
slowed speech,None detected,None,False
slowing of smooth pursuit eye movements,None detected,None,False
slowly progressive distal muscle weakness,progressive distal muscle weakness,HP:0009063,False
slowly progressive distal muscle weakness and atrophy mainly affecting the lower limbs,progressive distal muscle weakness,HP:0009063,False
slowly progressive gait disturbances,gait disturbances,HP:0001288,False
slowly progressive motor dysfunction,None detected,None,False
slowly progressive weakness,None detected,None,False
slowly progressive weakness of the distal lower limb muscles,None detected,None,False
slurred speech,slurred speech,HP:0001350,False
small amplitude tremor in both hands,tremor,HP:0001337,False
small body size,None detected,None,False
small head circumference,small head circumference,HP:0000252,False
small pinpoint pupils,None detected,None,False
some proximal muscle weakness,proximal muscle weakness,HP:0003701,False
spasmodic dysphonia,spasmodic dysphonia,HP:0012049,False
spasmodic torticollis,spasmodic torticollis,HP:0000473,False
spastic ataxia,spastic ataxia,HP:0002497,False
spastic diplegia,spastic diplegia,HP:0001264,False
spastic dysarthria,spastic dysarthria,HP:0002464,False
spastic dysphonia,dysphonia,HP:0001618,False
spastic gait,spastic gait,HP:0002064,False
spastic gait abnormalities,spastic gait,HP:0002064,False
spastic gait abnormalities,gait abnormalities,HP:0001288,False
spastic gait abnormality,spastic gait,HP:0002064,False
spastic gait ataxia,spastic gait,HP:0002064,False
spastic gait ataxia,gait ataxia,HP:0002066,False
spastic gait disorder,spastic gait,HP:0002064,False
spastic leg tone,None detected,None,False
spastic paraparesis,spastic paraparesis,HP:0002313,False
spastic paraplegia,spastic paraplegia,HP:0001258,False
spastic paraplegia of the limbs,spastic paraplegia,HP:0001258,False
spastic paraplegia of the lower limbs,spastic paraplegia,HP:0001258,False
spastic quadriparesis,spastic quadriparesis,HP:0001285,False
spastic quadriplegia,spastic quadriplegia,HP:0002510,False
spastic tetraparesis,spastic tetraparesis,HP:0001285,False
spastic tetraplegia,spastic tetraplegia,HP:0002510,False
spastic tongue protrusion,tongue protrusion,HP:0010808,False
spasticity,spasticity,HP:0001257,False
spasticity affecting all four limbs,spasticity,HP:0001257,False
spasticity in all 4 limbs,spasticity,HP:0001257,False
spasticity in lower extremities,spasticity,HP:0001257,False
spasticity in the lower limbs,spasticity,HP:0001257,False
spasticity in the upper extremities,spasticity,HP:0001257,False
spasticity in upper extremities,spasticity,HP:0001257,False
spasticity mainly affecting the lower limbs,spasticity,HP:0001257,False
spasticity of all 4 limbs,spasticity,HP:0001257,False
spasticity of all limbs,spasticity,HP:0001257,False
spasticity of the arms,spasticity,HP:0001257,False
spasticity of the legs,spasticity,HP:0001257,False
spasticity of the lower extremities,spasticity,HP:0001257,False
spasticity of the lower limbs,spasticity,HP:0001257,False
spasticity of the upper and lower limbs,spasticity,HP:0001257,False
spasticity of the upper limbs,spasticity,HP:0001257,False
spasticity or stiffness at rest,spasticity,HP:0001257,False
spasticity with hyperreflexia,spasticity,HP:0001257,False
spasticity with hyperreflexia,hyperreflexia,HP:0001347,False
speech articulation difficulties,speech articulation difficulties,HP:0009088,False
speech delay,speech delay,HP:0000750,False
speech delay with stuttering,speech delay,HP:0000750,False
speech delay with stuttering,stuttering,HP:0025268,False
speech difficulties,speech difficulties,HP:0000750,False
speech impairment,speech impairment,HP:0002167,False
speech problems,None detected,None,False
sphincter disturbances,sphincter disturbances,HP:0002839,False
sporadic seizures,seizures,HP:0001250,False
squint,squint,HP:0000486,False
stagnation of motor development,None detected,None,False
staring gaze,staring gaze,HP:0025401,False
status dystonicus,None detected,None,False
steppage gait,steppage gait,HP:0003376,False
steppage waddling gait,waddling gait,HP:0002515,False
stereotypic laughter,None detected,None,False
stiff legs,None detected,None,False
stiff neck,stiff neck,HP:0025258,False
stiffness,None detected,None,False
stiffness in tongue,None detected,None,False
stiffness in upper limbs,None detected,None,False
stiffness of lower limbs,None detected,None,False
stiffness of the limbs,None detected,None,False
stiffness of the lower limbs,None detected,None,False
strabismus,strabismus,HP:0000486,False
stridor,stridor,HP:0010307,False
stuttering,stuttering,HP:0025268,False
subnormal somatic development,None detected,None,False
subtle ataxia of the hands and arms,ataxia,HP:0001251,False
subtle orofacial dyskinesias,orofacial dyskinesias,HP:0002310,False
supranuclear gaze palsy,supranuclear gaze palsy,HP:0000605,False
supranuclear ophthalmoplegia,supranuclear ophthalmoplegia,HP:0000623,False
supranuclear palsy,None detected,None,False
supranuclear vertical gaze palsy,vertical gaze palsy,HP:0000511,False
sustained clonus,clonus,HP:0002169,False
sustained clonus in the Achilles tendons,clonus,HP:0002169,False
sustained muscle contractions,None detected,None,False
sustained provoked clonus,clonus,HP:0002169,False
swallowing difficulties,swallowing difficulties,HP:0002015,False
swallowing dysfunction,None detected,None,False
swallowing problems,None detected,None,False
symmetric distal to proximal gradient of weakness,None detected,None,False
symmetrical weakness and atrophy in the ankles,None detected,None,False
talipes cavus,talipes,HP:0001883,False
talipes equinovarus,talipes equinovarus,HP:0001762,False
task specific dysphonia,dysphonia,HP:0001618,False
temporal lobe epilepsy,epilepsy,HP:0001250,False
tendon contractures,contractures,HP:0001371,False
testicular atrophy,testicular atrophy,HP:0000029,False
tetraparesis,tetraparesis,HP:0002273,False
tetraplegia,tetraplegia,HP:0002445,False
thenar muscle atrophy,thenar muscle atrophy,HP:0003393,False
thick vermilion of lips,None detected,None,False
thickening of peripheral nerves,None detected,None,False
thin face,thin face,HP:0000275,False
thin face and body habitus,thin face,HP:0000275,False
thin face with sharp features,thin face,HP:0000275,False
thin limbs,None detected,None,False
thin vermilion borders,thin vermilion borders,HP:0000233,False
thinly myelinated nerve fibers,None detected,None,False
tight heel cords,None detected,None,False
tinnitus,tinnitus,HP:0000360,False
tiptoe walking,None detected,None,False
titubation,titubation,HP:0030187,False
toe walking,toe walking,HP:0040083,False
tongue atrophy,tongue atrophy,HP:0012473,False
tongue fasciculation,tongue fasciculation,HP:0001308,False
tongue fasciculations,tongue fasciculations,HP:0001308,False
tonic clonic movements,None detected,None,False
tonic clonic seizures,seizures,HP:0001250,False
torsion dystonia,torsion dystonia,HP:0001304,False
torsion spasms of the limbs,None detected,None,False
torsion spasms of the neck,None detected,None,False
torsion spasms of the spine,None detected,None,False
torticollis,torticollis,HP:0000473,False
transient aphasia,aphasia,HP:0002381,False
transient feeding difficulties,feeding difficulties,HP:0011968,False
trembling of both hands,None detected,None,False
tremor,tremor,HP:0001337,False
tremor in the hands,tremor,HP:0001337,False
tremor of the limbs,tremor,HP:0001337,False
tremor of the upper limb,tremor,HP:0001337,False
tremors at birth,tremors,HP:0001337,False
tremulous cervical dystonia,cervical dystonia,HP:0000473,False
tremulous movements,None detected,None,False
Trendelenburg gait,None detected,None,False
Trendelenburg sign,None detected,None,False
truncal and limb ataxia,limb ataxia,HP:0002070,False
truncal ataxia,truncal ataxia,HP:0002078,False
truncal hypotonia,truncal hypotonia,HP:0008936,False
truncal instability,None detected,None,False
truncal muscle weakness,muscle weakness,HP:0001324,False
trunk ataxia,trunk ataxia,HP:0002078,False
trunk involvement,None detected,None,False
trunk tremor,tremor,HP:0001337,False
tube feeding requirement,None detected,None,False
twisting movements,None detected,None,False
twisting movements of the upper and lower limbs,None detected,None,False
twisting of the limbs,None detected,None,False
typical absence seizures,typical absence seizures,HP:0011147,False
typical spasmodic dysphonia,spasmodic dysphonia,HP:0012049,False
ulnar deviation,None detected,None,False
uncomfortable and unpleasant sensations in the legs,None detected,None,False
uncomfortable sensations in the legs,None detected,None,False
uncoordinated eye movements,None detected,None,False
unilateral extensor plantar response,extensor plantar response,HP:0003487,False
unilateral limb dystonia,limb dystonia,HP:0002451,False
unilateral sensorineural hearing loss,sensorineural hearing loss,HP:0000407,False
unilateral sustained ankle clonus,ankle clonus,HP:0011448,False
unpleasant sensations in the legs,None detected,None,False
unpleasant sensory sensations in the upper extremities and hands,None detected,None,False
unstable gait,None detected,None,False
unstable tandem walk,None detected,None,False
unsteadiness,None detected,None,False
unsteadiness in standing,None detected,None,False
unsteady arm movements,None detected,None,False
unsteady ataxic gait,ataxic gait,HP:0002066,False
unsteady gait,unsteady gait,HP:0002317,False
upbeat nystagmus,upbeat nystagmus,HP:0011477,False
upper extremity dystonia,dystonia,HP:0001332,False
upper extremity spasticity,spasticity,HP:0001257,False
upper limb ataxia,limb ataxia,HP:0002070,False
upper limb clumsiness,clumsiness,HP:0002312,False
upper limb contractures,limb contractures,HP:0003121,False
upper limb dysmetria,upper limb dysmetria,HP:0020036,False
upper limb incoordination,limb incoordination,HP:0002311,False
upper limb involvement,None detected,None,False
upper limb involvement with atrophy of hand muscles,None detected,None,False
upper limb muscle atrophy,muscle atrophy,HP:0003202,False
upper limb muscle weakness,upper limb muscle weakness,HP:0003484,False
upper limb postural tremor,upper limb postural tremor,HP:0007351,False
upper limb spasticity,upper limb spasticity,HP:0006986,False
upper limb spasticity with weakness,upper limb spasticity,HP:0006986,False
upper limb weakness,limb weakness,HP:0003690,False
upper motor neuron involvement,None detected,None,False
upper motor neuron signs,None detected,None,False
urinary frequency,None detected,None,False
urinary incontinence,urinary incontinence,HP:0000020,False
urinary sphincter problems,None detected,None,False
urinary symptoms,None detected,None,False
urinary urge incontinence,None detected,None,False
urinary urgency,urinary urgency,HP:0000012,False
valgosity of the hips,None detected,None,False
valgus deformities of the feet,None detected,None,False
variable distal muscle weakness and atrophy,distal muscle weakness,HP:0002460,False
variable distal sensory impairment,distal sensory impairment,HP:0002936,False
variable extensor plantar responses,extensor plantar responses,HP:0003487,False
variable limb ataxia,limb ataxia,HP:0002070,False
variable limb spasticity,spasticity,HP:0001257,False
variable sensory impairment,sensory impairment,HP:0003474,False
vertical gaze evoked nystagmus,nystagmus,HP:0000639,False
vertical gaze limitation,None detected,None,False
vertical nystagmus,vertical nystagmus,HP:0010544,False
vertigo,vertigo,HP:0002321,False
very mild dysarthria,dysarthria,HP:0001260,False
very mild weakness of small hand muscles,small hand,HP:0200055,False
vestibular hypofunction,vestibular hypofunction,HP:0001756,False
vibration sensation impairment,None detected,None,False
vibratory sense impairment in the arms,None detected,None,False
vibratory sense loss,None detected,None,False
visual acuity loss,None detected,None,False
visual deficits,None detected,None,False
visual disturbances such as diplopia,diplopia,HP:0000651,False
visual failure,None detected,None,False
visual hallucinations,visual hallucinations,HP:0002367,False
visual impairment,visual impairment,HP:0000505,False
visual impairment due to fibrotic scarring of the macula,visual impairment,HP:0000505,False
visual impairment due to fibrotic scarring of the macula,scarring,HP:0100699,False
visual symptoms due to optic atrophy,optic atrophy,HP:0000648,False
vocal cord palsy,None detected,None,False
vocal cord paralysis,vocal cord paralysis,HP:0001605,False
vocal cord paresis,vocal cord paresis,HP:0001604,False
vocal myoclonus,myoclonus,HP:0001336,False
voice tremor,tremor,HP:0001337,False
vomiting,vomiting,HP:0002013,False
waddling gait,waddling gait,HP:0002515,False
walking abnormalities,None detected,None,False
walking difficulties,None detected,None,False
walking difficulty,None detected,None,False
wasting,None detected,None,False
wasting of distal lower limb muscles,None detected,None,False
wasting of hand and foot muscles,None detected,None,False
wasting of lower limbs,None detected,None,False
wasting of the calf muscles,None detected,None,False
wasting of the intrinsic hand muscles,None detected,None,False
wasting of the shoulder girdle muscles,None detected,None,False
wasting of the small muscles of the hands and feet,None detected,None,False
wasting of the upper and lower limbs,None detected,None,False
weak ankles,None detected,None,False
weak cough,cough,HP:0012735,False
weak cry,weak cry,HP:0001612,False
weak distal muscle weakness of the upper and lower extremities,distal muscle weakness,HP:0002460,False
weak intrinsic hand muscles,None detected,None,False
weakness,None detected,None,False
weakness and atrophy of intrinsic hand muscles,None detected,None,False
weakness and atrophy of the forearms,None detected,None,False
weakness and atrophy of the left hand,None detected,None,False
weakness and cramping of the distal upper limbs,None detected,None,False
weakness and flexion of the left hand and ankle,None detected,None,False
weakness causing impaired gait,impaired gait,HP:0001288,False
weakness in the intrinsic hand muscles,None detected,None,False
weakness in the left leg,None detected,None,False
weakness in the lower extremities,None detected,None,False
weakness leading to impaired gait,impaired gait,HP:0001288,False
weakness of ankle muscles,None detected,None,False
weakness of bulbar neck flexor muscles,None detected,None,False
