extracted_term,matched_hp_term,matched_hp_id,similarity
inability to communicate verbally,Lack of verbal response to verbal cues,HP:5200054,0.8998913920258816
inability to crawl,Difficulty walking backward,HP:0031847,0.8924145515790932
inability to hold head up,Impaired neck-righting reflex,HP:0033330,0.8953903867164749
inability to hold up the head,Dislocated arm joints,HP:0030310,0.8762648899057467
inability to roll over,Difficulty walking backward,HP:0031847,0.8701331886583931
inability to run,Impaired heel-walking ability,HP:6000490,0.873824218514808
inability to run or climb stairs,Difficulty walking down stairs,HP:0033235,0.8955817569531699
inability to sit or walk,Impaired toe-walking ability,HP:0034052,0.9069843904043701
inability to sit unsupported,Difficulty walking backward,HP:0031847,0.8708912751083673
inability to speak,Impaired speech development,HP:0000750,0.8816130764237528
inability to stand,Inability to walk on heels,HP:0009027,0.9089615985937672
inability to stand without assistance,Difficulty walking backward,HP:0031847,0.8873406127227094
inability to walk,Inability to walk on heels,HP:0009027,0.9194343456916224
inability to walk independently,Inability to walk on heels,HP:0009027,0.9300715149988041
inability to walk on heels,Inability to walk on heels,HP:0009027,0.9331116167576238
inability to walk on the heels or tiptoes,Impaired heel-walking ability,HP:6000490,0.8808809088605581
inability to walk or speak,Inability to walk on heels,HP:0009027,0.911476117132852
inability to walk unaided,Impaired toe-walking ability,HP:0034052,0.8873791091419333
inability to walk unsupported,Impaired toe-walking ability,HP:0034052,0.8893952050947189
inability to walk without aid,Impaired toe-walking ability,HP:0034052,0.905307647246607
incontinence,Bladder incontinence,HP:0000020,0.9738265469701327
incoordination,Incoordination,HP:0002311,0.9999999999997382
incoordination in the arms,Incoordination,HP:0002311,0.9243904121378583
incoordination of the hands,Incoordination of limb movements,HP:0002311,0.9428403474789889
increased ankle reflexes,Increased muscle tone of arm or leg,HP:0002509,0.9278063404017313
increased deep tendon reflexes,Deep tendon reflexes absent,HP:0001284,0.9714585554035974
increased falls,Increased fracture rate,HP:0002757,0.8967131709818635
increased jaw and glabellar reflexes,Glabellar abnormality,HP:0002056,0.9204107950548062
increased knee reflexes,Decreased knee jerk reflex,HP:0011808,0.9302205938508494
increased lower limb reflexes,Increased deep tendon reflexes in the lower limbs,HP:0002395,0.9302989134488358
increased muscle tone,Increased muscle tone,HP:0001276,0.9751404215712552
increased muscle tone in lower limbs,Increased muscle tone of arm or leg,HP:0002509,0.9461517061758806
increased muscle tone in the lower limbs,Increased muscle tone of arm or leg,HP:0002509,0.925798482007591
increased patellar reflex,Decreased patellar reflexes,HP:0011808,0.9848573606511277
increased reflexes,Decreased reflex response,HP:0001265,0.9425433304472568
increased serum creatine kinase,Increased serum creatine kinase,HP:0003236,0.9906806755592464
increased startle induced falls,Increased startle response,HP:0002267,0.96136088671731
increased tendon reflexes,Deep tendon reflexes absent,HP:0001284,0.9654331089000228
increased tone,Increased reflexes,HP:0001347,0.9551885690051761
increased tone in all 4 limbs,Increased muscle tone of arm or leg,HP:0002509,0.8962202071166995
increased tone in the legs,Increased muscle tone of arm or leg,HP:0002509,0.9222806158998963
increased tone in the lower limbs,Increased muscle tone of arm or leg,HP:0002509,0.9172185396793566
increased tone in upper and lower limbs,Increased muscle tone of arm or leg,HP:0002509,0.9239675265185294
inguinal hernias,Inguinal hernia,HP:0000023,0.9824218784927576
insidious progressive visual loss,Slowly progressive visual loss,HP:0000529,0.9496758363288899
insomnia,Insomnia middle,HP:0031355,0.9794311263160043
inspiratory stridor,Inspiratory stridor,HP:0005348,0.999999999999835
intellectual disability,Intellectual disability,HP:0001249,0.9999999999996345
intellectual impairment,Intellectual impairment,HP:0100543,0.9999999999997417
intention tremor,Terminal tremor,HP:0002080,0.9814332284985984
intention tremor in hands,Lip tremor,HP:0032006,0.9630671504049747
intention tremor in the upper limbs,Limb tremor,HP:0200085,0.9329937898970162
intentional tremor,Essential tremor,HP:0030186,0.9775844392796039
interictal cerebellar deficits,Cerebellar abnormalities,HP:0001317,0.9604121943874262
intermittent cranial nerve involvement manifest as Bell palsy,Cranial nerve VI palsy,HP:0006897,0.9591818420817896
intermittent dystonic symptoms,Dystonic movements,HP:0001332,0.9713831390328703
intermittent hemidystonia,Hemidystonia,HP:0032005,0.9608912463891467
intermittent limb stiffness,Toe stiffness,HP:0025265,0.9388141291269618
intermittent myoclonic jerks,Myoclonic spasms,HP:0003739,0.957831562041192
intractable epilepsy,Refractory status epilepticus,HP:0032867,0.928851010944516
intractable focal occipital epilepsy,EEG with occipital epileptiform discharges,HP:0033720,0.9461596696657827
intractable seizures,Focal seizure with loss of awareness,HP:0002384,0.9196246979760114
involuntary choreiform movements,Involuntary dystonic or choreiform movements,HP:0007166,0.9743485466542068
involuntary dystonic movements,Involuntary dystonic or choreiform movements,HP:0007166,0.965813321423651
involuntary facial twitching,Involuntary facial contraction,HP:0000317,0.9661749792575761
involuntary flexing and extending movements,"Involuntary muscle stiffness, contraction, or spasm",HP:0001257,0.9049583010593628
involuntary leg jerks,Involuntary jerking movements,HP:0001336,0.957424786160998
involuntary movements,Involuntary movements,HP:0004305,0.9927871862309674
involuntary movements affecting the face,Involuntary facial muscle spasms,HP:0011468,0.9364393113842253
involuntary movements affecting the jaw,Involuntary facial contraction,HP:0000317,0.928203009841609
involuntary movements affecting the tongue,Intermittent involuntary muscle spasm,HP:0001281,0.9260094409072749
involuntary movements of the legs,Involuntary muscle contractions,HP:0004305,0.9354456923557852
"involuntary movements of the limbs, trunk, and face",Involuntary facial muscle spasms,HP:0011468,0.9128668705807532
involuntary orobulbar spasms,Involuntary facial muscle spasms,HP:0011468,0.9501983050396021
"involuntary posturing of the trunk, neck, or limbs",Involuntary facial muscle spasms,HP:0011468,0.8962598536086541
involuntary pronation of the right arm,"Involuntary, rapid, rhythmic eye movements",HP:0000639,0.9123847157663262
involuntary sustained muscle contractions,Involuntary rhythmic muscular contractions and relaxations,HP:0002169,0.9772592518422853
involvement of craniofacial muscles,Abnormal craniofacial muscle tone,HP:0012179,0.9619332568468423
involvement of the upper extremities,Duplication of bones involving the upper extremities,HP:0009142,0.9057694811174277
IQ less than 60,low IQ,HP:0001249,0.9231060206577216
irregular vertical pursuit,Irregular visual pursuit movements,HP:0000617,0.9585053983846163
irresistible desire to move the legs,Uncontrollable movement in upper arms,HP:0006986,0.9115591214115046
irresistible desire to move the lower extremities,Scissoring of the lower extremities,HP:0012407,0.908478052959614
irritability,Irritability,HP:0000737,0.9999999999997566
isolated hand dystonic tremor,Dystonia tremor,HP:0030185,0.9723655009723767
isolated weakness of ankle dorsiflexion,Plantar flexion contractures,HP:0008112,0.9260495392384608
jaw opening with hypersalivation,Hyponasal speech,HP:0100271,0.9259576686605617
jerking head movements,Jerking head movements,HP:0006961,0.9545517706186503
jerking movements of the arms,Uncontrollable movement in upper arms,HP:0006986,0.8897571916082275
jerking movements of the head,Abnormal head movements,HP:0002457,0.9009776564699217
jerking movements of the legs,Progressive paralysis or weakness of muscles of eye movement,HP:0000544,0.8899770334638076
jerking of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.906690530309176
jerking of the upper limbs,Distal upper limb muscle weakness,HP:0008959,0.9065006545819655
jerky cervical dystonia,Cervical dystonia,HP:0000473,0.9810756599223551
jerky ocular pursuit,Jerky smooth pursuit,HP:0008003,0.9606971959987604
jerky smooth pursuit,Jerky smooth pursuit,HP:0008003,0.9999999999998357
jerky tremor predominantly affecting the upper limbs,Myoclonic tremor,HP:0033054,0.9180701312749194
jittery movements,Slowness of movements,HP:0002067,0.9272530153580902
joint contractures,"Joint contractures, progressive",HP:0005876,0.9807625872622756
joint pains,Joint swelling,HP:0001386,0.9726335263872155
joint position sense loss,Joints move beyond expected range of motion,HP:0001382,0.9274109383348713
juvenile myoclonic epilepsy,"Myoclonic epilepsy, progressive",HP:0002123,0.9794050639512591
kinetic ataxia,Progressive ataxia,HP:0002073,0.9590461668102153
knee contractures,Knee contractures,HP:0034671,0.9863871913884414
kyphoscoliosis,Kyphoscoliosis,HP:0002751,0.9999999999998528
kyphosis,Hyperkyphosis,HP:0002808,0.9385229074348996
lack of deep tendon reflexes,Deep tendon reflexes absent,HP:0001284,0.9683321456604169
lack of intentional movements,Impaired self monitoring,HP:0033070,0.9144514090239695
lack of language development,Lack of language development,HP:0001344,0.9590236728475078
lack of reflexes in the upper and lower limbs,Hyperreflexia in upper limbs,HP:0007350,0.9115952317767367
lack of response to auditory stimuli,Impaired vibratory sensation,HP:0002495,0.9199823948607344
lack of response to tactile stimuli,Tactile sensory seeking,HP:5200065,0.924610962469496
lack of response to visual stimuli,Olfactory agnosia,HP:5200405,0.9113947829902929
lack of smooth pursuit,Absent smooth pursuit,HP:0007179,0.963536589526205
lack of speech,Poor speech discrimination,HP:0001963,0.9297953956834466
lagophthalmos,Paralytic lagophthalmos,HP:0030003,0.9605504707846078
language delay,Language delay,HP:0000750,0.9999999999997253
large calves,Wide calf bone,HP:0012107,0.8711442253523181
laryngeal adductor dysphonia,Laryngeal stidor,HP:0006511,0.9432474224672973
laryngeal dysfunction,Laryngeal abnormalities,HP:0001600,0.9618728253168951
laryngeal dystonia,Cervical dystonia,HP:0000473,0.958470762767696
laryngeal involvement,Laryngeal mass,HP:0034412,0.9735756940955264
late onset afebrile generalized tonic clonic seizures,Generalized tonic-clonic seizure with focal onset,HP:0007334,0.9538369401557868
late onset cerebellar ataxia,Cerebellar ataxia,HP:0001251,0.9833025991605763
later deterioration of motor skills,Progressive mental and motor deterioration,HP:0007272,0.9559868002329478
learning difficulties,Difficulty speaking,HP:0002465,0.9202199012712942
learning disabilities,Specific learning disability,HP:0001328,0.9402808659033227
learning disability,Specific learning disability,HP:0001328,0.9427720504770541
leg cramps,Muscle cramps,HP:0003394,0.9598954613236026
leg cramps during the day with exercise,Muscle cramps following exercise,HP:0003710,0.9271987215261915
leg pains,Leg pain,HP:0012514,0.9473249511537021
leg tremor,Limb tremor,HP:0200085,0.9878513575708585
leg weakness,Leg weakness,HP:0007340,0.999999999999695
limb and truncal ataxia,Progressive truncal ataxia,HP:0007221,0.9714214228448256
limb ataxia,Trunk ataxia,HP:0002078,0.9723772410281477
limb contractures,Limb contractures,HP:0003121,0.9873274390749056
limb dysmetria,Lower limb dysmetria,HP:0020035,0.966797189731999
limb dystonia,Limb dystonia,HP:0002451,0.9999999999998118
limb hyperreflexia,Leg hyperreflexia,HP:0002395,0.9800392246142391
limb hypertonia,Lower limb hypertonia,HP:0006895,0.9746608394895813
limb incoordination,Limb incoordination,HP:0002311,0.999999999999826
limb muscle weakness,Limb muscle weakness,HP:0003690,0.9999999999998412
limb spasticity,Lower limb spasticity,HP:0002061,0.9798582287496137
limb tremors,Limb tremor,HP:0200085,0.9907590298469432
limb weakness,Limb weakness,HP:0003690,0.9999999999996748
limitation of eye movements,Abnormal eye movement,HP:0000496,0.9248000467743677
limited hip abduction,Limited hip abduction,HP:0003184,0.9999999999997947
limited lateral ocular movements,Impaired ocular abduction,HP:0000634,0.9535223834725554
"limited movements of shoulders, hips, and knees",Dislocated leg joints,HP:0030311,0.8727658110802107
limited neck flexion,Limited lateral neck flexion,HP:0033481,0.9882531446870518
limping gait,Crouch gait,HP:0025682,0.9601644830825163
long toes,Long toe,HP:0010511,0.9895520479849184
lordosis,Lordosis,HP:0003307,0.9999999999996124
loss of ability to read and write,Deficit applying language skills across context,HP:5200128,0.8781534688985976
loss of ability to walk,Impaired toe-walking ability,HP:0034052,0.9039974744693196
loss of acquired language skills,Deficit applying language skills across context,HP:5200128,0.9453237362627742
loss of acquired motor skills,Impaired fine motor skills,HP:0007010,0.93749615885892
loss of acquired speech,Impaired speech development,HP:0000750,0.9277679126774036
loss of ambulation,Impairment of activities of daily living,HP:0031058,0.9060810913319985
loss of ankle reflexes,Decreased or absent ankle reflexes,HP:0200101,0.9306168903256573
loss of consciousness,Transient global amnesia,HP:0010534,0.9048571108574446
loss of control of legs,Instability or lack of coordination of central trunk muscles,HP:0002078,0.9082388335883915
loss of developmental milestones,Delayed intellectual development,HP:0001263,0.9290099720537237
loss of distal joint position sense,Distal joint laxity,HP:0020152,0.9473405787989018
loss of handwriting ability,Impaired fine motor skills,HP:0007010,0.9369435494227126
loss of independent ambulation,Impairment of activities of daily living,HP:0031058,0.9054160150787478
loss of motor skills,Impaired fine motor skills,HP:0007010,0.9407828140671575
loss of reflexes in the lower limbs,Progressive paralysis or weakness of muscles of eye motility,HP:0000544,0.909475533734777
loss of sphincter control,Sphincter disturbance,HP:0002839,0.9603340843455287
loss of terminal digits,Abnormal development of end part of bone,HP:0002656,0.9121640111609077
loss of the ability to run,Impaired fine motor skills,HP:0007010,0.8471123161886288
loss of vibration sense,Decreased vibration sense,HP:0002495,0.9388400890366103
loss of vision,Progressive vision loss,HP:0000529,0.947838364223852
loss or lack of independent ambulation,Impairment of activities of daily living,HP:0031058,0.9073107742716877
low alertness,Decreased alertness,HP:0032044,0.9459149595490881
low hanging columella,Low-hanging columella,HP:0009765,0.9569786953679287
low set ears,Low set ears,HP:0000369,0.9796156366316107
lower bulbar palsies,Bulbar palsies,HP:0001283,0.9712138011415157
lower extremity muscle weakness,Lower extremity weakness,HP:0007340,0.976467505402317
lower extremity weakness,Lower extremity weakness,HP:0007340,0.9921836044787542
lower leg weakness,Leg weakness,HP:0007340,0.9729231656310823
lower limb amyotrophy,Lower limb amyotrophy,HP:0007210,0.9916197696513873
lower limb areflexia,Areflexia of upper limbs,HP:0012046,0.9644425433750676
lower limb atrophy,Lower limb atrophy,HP:0008944,0.975051109958528
lower limb contractures,Upper limb pain,HP:0012513,0.945573559535074
lower limb dystonia,Limb dystonia,HP:0002451,0.9782763122070602
lower limb hyperreflexia,Leg hyperreflexia,HP:0002395,0.9824923086938726
lower limb hyporeflexia,Hyporeflexia in lower limbs,HP:0002600,0.9653092617509925
lower limb involvement,Lower limb weakness,HP:0007340,0.9500370911424051
lower limb muscle atrophy,Distal limb muscle atrophy,HP:0003693,0.9839500259280632
lower limb muscle spasticity,Muscle spasticity,HP:0001257,0.9746546878387685
lower limb muscle wasting,"Hand muscle wasting, bilateral",HP:0009130,0.953555846121547
lower limb muscle weakness,Lower limb muscle weakness,HP:0007340,0.9879317871058102
lower limb spasticity,Lower limb spasticity,HP:0002061,0.9841968626178754
lower limb spasticity primarily affecting the hamstring and posterior tibial muscles,Proximal lower limb muscle atrophy,HP:0008956,0.9208607560730667
lower limb stiffness,Leg muscle stiffness,HP:0008969,0.9659774057244683
lower limb weakness,Lower limb weakness,HP:0007340,0.978095796879187
lumbar hyperlordosis,Exaggerated lumbar lordosis,HP:0002938,0.9364825595853659
lumbar lordosis,Lumbar lordosis,HP:0002938,0.9999999999998632
lumbar scoliosis,Lumbar scoliosis,HP:0004626,0.99999999999988
macular dystrophy,Macular dystrophy,HP:0007754,0.999999999999834
marked atrophy of the muscles in the legs,"Distal muscle atrophy, upper and lower limbs",HP:0003693,0.9166834197337534
marked bilateral spasticity in the legs,Lower limb spasticity,HP:0002061,0.9261420377036075
marked distal sensory loss in all four extremities,"Distal sensory loss, upper and lower limbs",HP:0002936,0.9085897728915284
marked distal upper limb weakness,Distal upper limb muscle weakness,HP:0008959,0.9758449768298596
marked distal weakness and wasting of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9393798205924087
marked hyperlaxity,Joint hyperlaxity,HP:0001382,0.9226960346812602
marked kyphosis,Hyperkyphosis,HP:0002808,0.9408703078635913
marked muscular atrophy,Proximal muscle atrophy,HP:0007126,0.9543836028514102
marked reduction of all sensory modalities below the elbows and knees,"Distal sensory loss, especially vibratory sense",HP:0002166,0.920340325213368
marked sensory abnormalities,Abnormality of central sensory function,HP:0011730,0.9293317866240443
marked short stature,Severe short stature,HP:0003510,0.9796003482310005
marked spasticity,"Spasticity, progressive",HP:0002191,0.9618833210724358
marked weakness,Mild fever,HP:0011134,0.9372278055300745
markedly increased tone,Histamine high in blood,HP:0034446,0.9078558094950154
mask like face,Mask-like facial appearance,HP:0000298,0.9222452935706882
mechanical ventilation requirement,Respiratory distress requiring mechanical ventilation,HP:0004887,0.9380876708151044
memory deficits,Memory impairment,HP:0002354,0.9633975626484786
mental impairment,Mental impairment,HP:0033667,0.9999999999997623
mental retardation,Mental retardation,HP:0001249,0.9999999999997462
microcephaly,"Microcephaly, acquired",HP:0005484,0.981977043173081
micrognathia,Agnathia,HP:0009939,0.9822939152368579
micrographia,Micrographia,HP:0031908,0.999999999999757
mild action tremor in the upper limbs,Myoclonic tremor,HP:0033054,0.9287031653641663
mild akinesia,Akinesia,HP:0002304,0.9599997070758313
mild amyotrophy of the hands,Amyotrophy involving the upper limbs,HP:0009129,0.9480036071399085
mild ataxia,Progressive ataxia,HP:0002073,0.974008442931155
mild ataxia of upper and lower limbs,Intermittent cerebellar ataxia,HP:0002131,0.9211009563337652
mild atrophy of intrinsic foot muscles,"Distal muscle atrophy, upper and lower limbs",HP:0003693,0.9498990171154074
mild atrophy of proximal muscles,Proximal muscle atrophy,HP:0007126,0.9561141546857168
mild bladder control issues,Poor bladder function,HP:0000009,0.9245984897829153
mild bladder urgency,Bladder pain,HP:0032171,0.9291774295095752
mild bradykinesia,Hyperkinesia,HP:0002487,0.9396913380678866
mild cerebellar tremors,Cerebellar tremor,HP:0002080,0.9779886037900822
mild cognitive deficits,Cognitive abnormality,HP:0100543,0.9443218990019535
mild cognitive delay,Cognitive delay,HP:0001263,0.93836135593836
mild cognitive deterioration,Progressive language deterioration,HP:0007064,0.9547554808178624
mild cognitive impairment,Cognitive impairment,HP:0100543,0.9721523244053494
mild distal lower limb atrophy,Distal upper limb muscle atrophy,HP:0007149,0.973687352483031
mild distal sensory impairment,Distal sensory impairment in lower limbs,HP:0002936,0.9618246837809467
mild distal sensory loss,Distal sensory loss,HP:0002936,0.9770223435640475
mild dysarthria,Rigid dysarthria,HP:0002464,0.9783546355088434
mild dysmetria of the upper limbs,Upper limb dysmetria,HP:0020036,0.9397553181264267
mild dysmorphism,Facial dysmorphism,HP:0001999,0.9427692679909307
mild dysphagia,Dyspnea at rest,HP:0033710,0.9284431198464219
mild facial muscle weakness,Bilateral facial muscle weakness,HP:0430025,0.9687762400664285
mild facial weakness,Facial weakness,HP:0030319,0.9594010952559122
mild gait ataxia,"Gait ataxia, progressive",HP:0007240,0.9739888002264615
mild hand atrophy,Intrinsic hand muscle atrophy,HP:0008954,0.9346396253519448
mild hearing loss,Severe hearing loss,HP:0012714,0.9719857906204596
mild horizontal gaze evoked nystagmus,Gaze-evoked nystagmus,HP:0000640,0.9682494388441558
mild hyperreflexia,hyperreflexia,HP:0001347,0.9803635464991297
mild increases in muscle tone,Severely decreased muscle tone,HP:0006829,0.9411894838303365
mild increases in tone,Decreased sensory NCV,HP:0003448,0.8980744206223911
mild intellectual disability,Intellectual disability,HP:0001249,0.9530202209183865
mild intention tremor,Terminal tremor,HP:0002080,0.9662059953649438
mild kyphosis,Hyperkyphosis,HP:0002808,0.9428943164904642
mild language delay,Mild expressive language delay,HP:0011346,0.9776310433068547
mild learning difficulties,Specific learning disability,HP:0001328,0.9284237106637151
mild limb dystonia,Leg dystonia,HP:0031959,0.9678340768347599
mild limb involvement,Lower limb weakness,HP:0007340,0.9322317376723963
mild lordosis,Lordosis,HP:0003307,0.950669781236588
mild lower limb ataxia,"Gait ataxia, progressive",HP:0007240,0.9591662629623334
mild memory impairment,Memory impairment,HP:0002354,0.9631147380412063
mild mental delay,"Intellectual disability, mild",HP:0001256,0.9317164476062941
mild mental retardation,Mild mental retardation,HP:0001256,0.9999999999998042
mild microcephaly,Mild microcephaly,HP:0040196,0.9999999999998035
mild motor dyspraxia,Verbal dyspraxia,HP:0011098,0.9583131596559475
mild muscle weakness and atrophy affecting only the lower limbs,"Symmetrical, proximal limb muscle atrophy",HP:0007126,0.9439123663207982
mild muscle weakness of the anterior tibial peroneal and posterior tibial muscles,Scapuloperoneal myopathy,HP:0009054,0.9091944182933365
mild nystagmus,nystagmus,HP:0000639,0.9709029588243371
mild parkinsonism,Parkinsonian disease,HP:0001300,0.9527918137872883
mild pes cavus,pes cavus,HP:0001761,0.9762884279261083
mild proximal contractures,Distal muscular weakness,HP:0002460,0.9286334388885522
mild proximal muscle weakness,Late-onset proximal muscle weakness,HP:0003694,0.9727768912260019
mild proximal weakness,Distal muscular weakness,HP:0002460,0.9574281886574899
mild ptosis,Mild fever,HP:0011134,0.9169892400980293
mild pyramidal signs,Pyramidal signs,HP:0007256,0.9148112671355835
mild resting tremor,Rest tremor,HP:0002322,0.9717867394369972
mild rigidity,Rigidity,HP:0002063,0.9132266411440871
mild sensory impairment,Mild hearing impairment,HP:0012712,0.9493934342041009
mild sensory impairment of the distal lower legs,"Distal sensory loss, upper and lower limbs",HP:0002936,0.9354856824463055
mild sensory loss,Distal sensation loss,HP:0002936,0.939044716544179
mild signs of sensory neuropathy,"Peripheral sensory neuropathy, distal",HP:0007067,0.9500607814044448
mild slurring of speech,Fatigable weakness of speech muscles,HP:0030194,0.8924956798264935
mild spasticity,"Spasticity, progressive",HP:0002191,0.966058232150244
mild spasticity of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9278999125445121
mild spasticity of the upper limbs,Distal upper limb muscle weakness,HP:0008959,0.9276553260708269
mild to moderate cognitive delay,Moderate visual impairment,HP:0030515,0.9107964491985903
mild to moderate cognitive impairment,Cognitive impairment,HP:0100543,0.9429622114062579
mild to moderate developmental delay,"Global developmental delay, moderate",HP:0011343,0.923549086336869
mild to moderate spasticity,"Spasticity, progressive",HP:0002191,0.9445260683827783
mild to moderate speech delay,Moderate expressive language delay,HP:0011345,0.9283767324826634
mild unsteadiness,Unsteady walk,HP:0002317,0.9218896979758004
mild upper limb ataxia,"Gait ataxia, progressive",HP:0007240,0.9588863773097326
mild upper limb cogwheel rigidity,Spasticity and rigidity of muscles,HP:0001276,0.9164129982666899
mild upper limb dysmetria,Upper limb dysmetria,HP:0020036,0.9786521366372007
mild upper limb hyperreflexia,Hyperreflexia in upper limbs,HP:0007350,0.9688691388913728
mild upper limb involvement,Distal limb weakness,HP:0002460,0.9371749117159461
mild urinary urgency,Urinary urgency,HP:0000012,0.9746893620741917
mild weakness of the distal hand muscles,Distal upper limb muscle weakness,HP:0008959,0.9526249517833861
mild weakness of the proximal lower limb muscles,Distal upper limb muscle weakness,HP:0008959,0.9637415715141413
mildly decreased sensation of pain and vibration in the feet,Decreased touch sensation in extremities,HP:0006937,0.9183238357846963
mildly decreased vibration sense at the ankles,Impaired vibration sensation in the lower limbs,HP:0002166,0.9319618661137852
mildly diminished sensation for all modalities in regions distal to the ankles,"Distal sensory loss, especially vibratory sense",HP:0002166,0.9174294621017802
mildly impaired intellectual development,Delayed intellectual development,HP:0001263,0.9374945366381063
mildly impaired position sense,Impaired vibration sensation in the lower limbs,HP:0002166,0.9425074749021306
mildly impaired smooth pursuit,Absent smooth pursuit,HP:0007179,0.9422403510809967
mildly impaired vibration sense,Impaired vibration sensation in the lower limbs,HP:0002166,0.9533620692136977
mildly increased muscle tone,Severely decreased muscle tone,HP:0006829,0.9458240177233596
mildly increased serum creatine kinase,Mildly increased serum creatine kinase,HP:0008180,0.9848903784126688
mildly reduced muscle strength in ankle dorsiflexors,Neck flexor muscle weakness,HP:0003722,0.9259714643149699
mini myoclonus,Action myoclonus,HP:0034360,0.9699042654648312
minimal ataxia,Progressive ataxia,HP:0002073,0.9627995756879205
minimally reactive pupils,Inflammatory abnormality of the skin,HP:0011123,0.8980366253312527
miosis,Autophony,HP:6000032,0.9126492562826621
mixed hearing loss pattern,Mixed hearing loss,HP:0000410,0.9821386584606383
moderate degree of amyotrophy in the lower extremities,Amyotrophy involving the extremities,HP:0003202,0.9350127323791164
moderate intellectual disability,Intellectual disability,HP:0001249,0.9271862584149758
moderate muscle weakness,Progressive muscular weakness,HP:0003323,0.9594248900962532
moderate to severe cognitive deficits,Focal motor impaired awareness seizure,HP:0032712,0.9226877581758854
monotone speech,Skew foot,HP:0032649,0.8901551464248604
mood abnormalities,Mood alterations,HP:0000712,0.9626675803893961
mood disorders,Psychiatric disorders,HP:0000708,0.9533337357890517
motor aphasia,Motor aphasia,HP:0002427,0.999999999999782
motor deficits,Functional motor problems,HP:0004302,0.9434119772691963
motor delay,Motor seizure,HP:0020219,0.9632024294235001
motor disturbances,Functional motor problems,HP:0004302,0.9339175888594563
motor disturbances in all limbs,Focal motor impaired awareness seizure,HP:0032712,0.9231900132741658
motor fluctuations,Fluctuations in consciousness,HP:0007159,0.8927720089021912
motor impairment (mild to moderate),Gross motor impairment,HP:0007015,0.9384383484777477
motor neuropathy,Peripheral motor neuropathy,HP:0007178,0.9789082986418037
motor restlessness,Bulbar weakness,HP:0001283,0.927740370944962
motor skills delay,Impaired fine motor skills,HP:0007010,0.9475940242804858
multiple joint contractures,Multiple joint contractures,HP:0002828,0.9862699952778735
muscle atrophy,Muscle atrophy,HP:0003202,0.9999999999997585
muscle atrophy affecting the upper and lower limbs,Proximal upper limb muscle atrophy,HP:0008948,0.9533622945628619
muscle atrophy of the hands and feet,"Distal muscle atrophy, upper and lower limbs",HP:0003693,0.9472320630097006
muscle atrophy of the paraspinal muscles,Paraspinal muscle hypertrophy,HP:0012894,0.9570260192237857
muscle atrophy primarily affecting the lower limbs,Proximal upper limb muscle atrophy,HP:0008948,0.9519620771275903
muscle cramping,Muscle cramps,HP:0003394,0.9643084807295819
muscle cramps,Muscle cramps,HP:0003394,0.9849040055859094
muscle fasciculation,Muscle fasciculation,HP:0002380,0.9999999999998662
muscle hypertonia,Muscle hypertonia,HP:0001276,0.9999999999998532
muscle hypotrophy,Muscle hypotrophy,HP:0003202,0.9999999999998646
muscle spasms,Muscle spasms,HP:0002487,0.9831731308635168
muscle stiffness,Muscle stiffness,HP:0003552,0.9999999999997831
muscle tightening typically in an extremity,Absent/small muscles of extremities,HP:0009128,0.9191094746529097
muscle wasting,Muscle weakness,HP:0001324,0.9682474691453078
muscle weakness,Muscle weakness,HP:0001324,0.9999999999997577
muscle weakness and atrophy in the distal upper limbs,Proximal upper limb muscle atrophy,HP:0008948,0.9660565977288703
muscle weakness of limbs,Muscle weakness in lower limbs,HP:0007340,0.9542107432394056
muscular atrophy,Muscular atrophy,HP:0003202,0.9999999999997362
muscular hypertonia,Muscle hypertonia,HP:0001276,0.9840758972088488
muscular hypertonia of the lower limbs,Upper limb hypertonia,HP:0200049,0.9575286233572462
muscular hypotonia,Muscular hypotonia,HP:0001252,0.9999999999998437
muscular pain,Muscle pain,HP:0003326,0.9776698339489611
muscular rigidity,Muscle rigidity,HP:0002063,0.970985584989876
mutism,Selective mutism,HP:5200001,0.945093877865978
myalgia,Myalgias,HP:0003326,0.9738593626796673
myoclonic jerks,Myoclonic jerks,HP:0001336,0.965845774938979
myoclonic jerks affecting proximal muscles,Myoclonic spasms,HP:0003739,0.944870087424819
myoclonic jerks affecting the upper limbs,Myoclonic spasms,HP:0003739,0.9313885730296375
myoclonic or generalized seizures,Focal myoclonic seizures,HP:0011166,0.962019108357657
myoclonic seizures,Myoclonic seizure,HP:0032794,0.9736373736623952
myoclonus,Myoclonus of limbs,HP:0045084,0.9848690520716125
myokymia of the face,Myokymia orbicularis,HP:0031166,0.9318417174866964
myokymia of the limbs,Myokymia,HP:0002411,0.9311904368874597
myokymic activity,Myokymia,HP:0002411,0.9624531146116851
myopathic facies,Myopathic facial appearance,HP:0002058,0.9657125912452844
myopia,Mild myopia,HP:0025573,0.9688689194286436
myotonia,Myotonia of the jaw,HP:0012901,0.9747573377253121
narrow based spastic gait,Broad based gait,HP:0002136,0.9230214048180277
narrow chest,Narrow chest,HP:0000774,0.9999999999997039
narrow myopathic face,Myopathic face,HP:0002058,0.9633728599878756
nasal voice,Nasal voice,HP:0001611,0.9999999999997328
nausea,Nausea,HP:0002018,0.9999999999995541
